fiction1,classics3,cartoons5,legends6,philosophy7,religion8,psychology9,linguistics10,art12,music14,facsimile17,history19,conthist20,economy21,politics22,science23,compsci26,railroads27,maps30,travelguides31,health35,cooking36,learning37,GamesRiddles38,sports39,hobby40,nature41,encyclopaedia44,videos50,nonbooks99
0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,2,0,0,0,12,1,0,0,0,0,3,0,0,0,0
0,0,0,0,1,0,0,0,1,6,0,0,4,0,0,2,0,0,0,0,9,0,3,0,0,0,0,1,2,1
0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,0
0,0,0,0,0,0,0,1,1,0,0,1,5,3,1,0,0,0,0,2,17,0,6,0,0,5,2,2,1,0
2,0,2,0,0,1,0,0,0,9,0,0,1,2,0,0,3,1,0,3,8,0,2,0,0,1,0,1,3,0
0,0,0,0,0,0,0,0,0,7,0,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,7,0,4,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
16,1,7,1,5,5,0,3,6,3,1,4,8,0,1,3,1,0,0,7,15,1,5,0,0,0,1,3,0,4
1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11,1,6,0,0,0,0,0,3,21,0,15,16,0,0,2,0,1,0,9,4,2,3,0,0,5,0,4,0,0
0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,1,1,6,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,14,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,1,3,0,0,1,0,0,2,1,0,4,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2,0,0,2,0,1,0,0,3,6,1,2,2,0,0,0,0,0,0,1,8,0,0,0,0,2,1,0,0,0
3,1,0,0,1,1,0,0,2,0,0,2,0,1,0,1,1,0,1,11,8,0,10,0,0,3,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,6,2,0,0,0,0,0,0,0,1
1,0,0,1,0,4,0,0,4,4,0,12,2,0,0,0,0,0,1,10,8,1,2,0,0,6,2,1,0,1
1,0,0,0,0,0,0,1,3,11,0,10,53,0,0,0,0,0,0,22,1,0,0,0,0,4,0,0,6,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,4,0,3,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,2,6,7,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,5,0,7,11,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0
1,0,0,0,1,0,0,0,0,1,0,7,10,0,0,0,1,0,1,3,2,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,1,0,1,2,2,0,4,0,2,0,13,3,1,0,3,0,0,0,1,4,0,1,0,0,2,3,0,0,0
1,0,2,0,3,8,0,0,0,0,0,12,4,0,0,5,1,0,0,2,1,0,2,0,0,0,0,1,0,0
2,4,0,1,1,2,0,0,1,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2
0,0,0,0,0,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,0,0,0,0,0,1,10,0,2,8,0,0,0,2,0,0,8,2,4,0,0,0,1,2,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0
0,0,1,0,0,3,0,0,0,1,0,3,3,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,1,0
0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1
1,0,0,0,0,2,0,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,2
5,0,3,0,0,0,0,2,1,1,0,3,1,3,0,3,0,0,0,1,6,0,5,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
1,4,0,1,0,3,0,0,1,2,0,9,7,1,0,5,2,0,0,0,7,1,1,1,0,5,1,4,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,1,0,1,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,0,0,0,4,0,1,0,9,17,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,1,1
0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4,7,1,0,0,0,2,0,1,0,0
1,0,1,0,1,1,0,0,3,4,0,5,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,3,0,0
2,0,0,0,0,1,0,0,5,0,0,6,5,0,0,0,0,0,1,2,29,1,1,0,0,18,8,1,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0
5,7,0,1,1,11,0,1,35,38,0,55,17,0,0,1,0,0,1,73,1,0,0,0,0,5,4,1,3,0
0,1,0,0,0,0,0,1,0,10,0,6,21,0,0,0,0,0,0,0,2,1,4,0,0,2,0,1,0,2
1,1,0,0,0,4,0,0,1,1,0,21,26,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
0,0,0,3,0,0,1,0,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,2,0,2,0,0
0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,1,0,1,1,0,0,6,3,0,0,8,1,1,0,4,13,1,5,0,0,1,1,4,0,1
0,0,0,0,0,4,0,0,0,5,0,3,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0
0,0,0,0,1,0,0,2,1,4,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,1,0,0
5,2,1,0,0,2,1,1,1,1,0,4,1,0,0,1,0,0,0,1,4,0,0,0,0,2,0,0,0,1
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,17,0,0,0,10,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,22,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0
0,0,1,0,1,1,0,0,1,4,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2,2,2,1,1,1,0,0,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,5,0,0,7,0,1,0,12,0,4,1,0,1,0,3,0,0,1,26,0,3,0,0,2,2,0,3,2
0,0,0,0,0,0,0,0,3,2,1,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,3
0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,1,2,30,2,9,3,0,0,0,0,1,0,3,0,1,0,1,0,0,0,0,1,0
1,0,4,0,2,3,0,0,6,0,0,13,10,0,1,8,0,4,0,15,0,0,1,0,0,1,1,2,0,0
0,0,0,0,1,0,0,0,0,0,0,3,6,2,1,0,1,0,0,0,2,0,1,0,0,3,0,1,6,1
0,0,0,0,1,7,0,0,0,0,0,1,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,9,0,4,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,17,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,2,0,1,2,0,1,1,3,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
0,0,0,0,1,3,0,0,2,2,0,7,2,0,0,3,0,0,1,1,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2,0,1,1,1,1,0,0,0,0,0,1,6,0,0,2,2,0,0,0,3,0,2,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
9,1,2,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
0,1,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,1,0,1,0,1,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,4,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,1,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,2,0,0,2,6,0,12,14,0,1,0,0,0,0,1,6,1,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,6,0,0,0,0,2,0,1,1,0
0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1
0,0,0,0,0,0,0,1,1,5,0,2,1,0,0,0,0,2,0,0,3,1,2,1,0,1,2,0,0,1
0,0,0,0,0,1,0,0,1,12,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,2,0
0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,1,0,10,0,7,1,18,0,6,4,1,0,2,3,3,0,9,32,1,11,0,0,2,0,3,0,1
1,0,0,0,0,1,0,0,0,7,0,3,1,0,0,0,0,0,0,12,2,4,1,0,0,2,1,0,0,1
4,2,2,0,0,1,0,0,3,1,0,6,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,1,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,6,0,4,5,0,0,0,0,1,1,1,4,0,3,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,8,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,3,0,1,0,0,0,4,0,7,7,1,0,0,0,5,0,6,3,1,0,0,0,5,2,1,3,1
0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,3,0,0,1,1,0,5,7,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,0,0,0,0,1,0,0,8,5,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,2,0,0,0,2,0,3,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,1,0,1,0,0,2,1,0,0,0
0,0,0,0,3,3,2,0,0,0,0,0,1,0,0,6,1,0,0,0,2,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,4,0,2,0,0,4,0,0,0,1
0,0,0,1,0,0,0,0,0,1,0,7,20,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,3,0,0,1,1,1,8,4,0,0,2,0,0,0,3,2,0,1,0,0,0,2,1,0,2
2,0,0,0,2,1,0,1,2,2,0,1,1,0,0,0,0,0,0,3,9,7,2,0,0,1,0,3,0,0
1,1,1,0,1,0,0,0,3,10,0,8,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,18,0,7,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,1,1,0,0,3,0,0,0,0,0,0,0,4,6,0,0,0,0,4,0,0,0,0
0,0,0,0,1,2,0,0,3,5,1,2,0,0,0,0,0,0,0,0,9,0,2,0,0,1,1,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,0,6,0,0,1,5,1,4,0,1,0,1,0,0,0,8,1,0,0,0,0,2,1,1,1,1
0,0,1,0,0,0,0,0,2,7,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,0,0,1,3,0,0,0,1,0,4,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,2,0,0,0,9,0,3,0,0,0,1,0,0,0,2,1,2,0,0,0,1,0,1,0,0
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,8,0,2,2,0,0,0,0,4,0,2,5,0,1,1,0,4,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,4,0,4,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,1,0,0,0
0,0,0,0,0,5,0,0,0,15,0,1,10,0,0,0,0,0,0,1,8,0,0,0,0,0,1,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,8,31,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1,0,3,0,0,6,0,0,3,2,0,4,17,0,0,0,0,0,0,3,7,0,0,0,0,1,1,2,0,0
3,0,2,1,0,0,0,1,0,0,0,5,9,0,0,1,0,0,0,6,12,1,1,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,2,0,0,0,5,0,4,1,0,0,1,0,27,0,1,1,2,4,0,0,10,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,0,5,0,1,2,0,0,2,30,0,2,2,0,0,0,0,0,0,1,2,1,1,0,0,2,0,2,1,1
0,0,0,0,0,1,0,0,0,4,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6,0,0,0,2,0,77,56,0,0,0,0,0,3,28,5,0,0,0,0,0,3,5,0,0
0,0,3,0,0,0,0,0,0,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,1,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,3,4,1,0,0,0,0,4,0,1,0
0,2,0,0,1,0,0,0,0,0,0,5,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,5,4,0,0,0,0,0,1,0,0
